post_id,post_type,platform,category,likes,shares,comments,views,engagement_rate,region,language,festival_relevance,festival_season,relevant_festivals,timestamp,month,day_of_week,ad_spend,age_group,gender
582,static_image,Facebook,Gaming,3715,451,49,6145,0.29,Rural Rajasthan,Punjabi,Yes,Low,"Christmas, New Year's Eve",2024-12-18 03:00:44,December,Wednesday,4019.53,55+,Female
583,static_image,YouTube,Finance,2345,665,411,1760,0.12,Rural Maharashtra East,Telugu,No,Low,"Christmas, New Year's Eve",2024-12-03 01:24:59,December,Tuesday,3791.56,25-34,Female
584,video,Facebook,Finance,1490,164,231,9309,0.14,Delhi Urban,Malayalam,Yes,Low,Ganesh Chaturthi,2024-09-17 04:55:48,September,Tuesday,1187.41,45-54,Other
585,carousel,Instagram,Fashion,2554,1410,420,14913,0.23,Rural Rajasthan,Hindi,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-30 18:46:56,August,Friday,3764.52,25-34,Female
586,video,Facebook,Entertainment,1546,363,34,410,0.18,Rural Bihar,Hinglish,Yes,Low,Ganesh Chaturthi,2024-09-13 16:07:13,September,Friday,4097.92,18-24,Female
587,static_image,Instagram,Entertainment,2961,710,254,1114,0.18,Bengaluru Urban,Urdu,No,Low,Ganesh Chaturthi,2024-09-07 04:46:13,September,Saturday,1044.93,55+,Female
588,carousel,Facebook,Technology,4861,619,459,9412,0.22,Mumbai Urban,Urdu,No,Low,"Christmas, New Year's Eve",2024-12-13 09:34:30,December,Friday,260.28,55+,Female
589,video,YouTube,Technology,5560,1149,438,8092,0.02,Rural Maharashtra West,Marathi,No,Medium,"Holi, Maha Shivaratri",2024-03-27 01:59:34,March,Wednesday,1566.65,55+,Other
590,static_image,Instagram,Gaming,1083,766,11,6212,0.05,Rural Punjab,Malayalam,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-14 01:58:02,May,Tuesday,1699.27,55+,Male
591,static_image,YouTube,Travel,5013,94,654,8157,0.17,Mumbai Suburban,English,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-08 14:30:11,October,Tuesday,61.74,18-24,Other
592,carousel,Facebook,Social Issues,1683,603,387,7435,0.13,Rural Karnataka South,English,No,Medium,"Lohri, Pongal, Republic Day",2024-01-23 15:33:22,January,Tuesday,3693.35,55+,Other
593,carousel,Instagram,Travel,2881,161,251,1723,0.04,Delhi NCR Urban,Odia,No,Low,Vasant Panchami,2024-02-11 09:50:54,February,Sunday,3851.29,18-24,Female
594,video,Instagram,Politics,2352,522,297,4819,0.07,Mumbai Suburban,Hinglish,No,Low,Vasant Panchami,2024-02-26 12:01:05,February,Monday,2194.21,45-54,Female
595,video,Instagram,Entertainment,1564,132,340,10710,0.4,Noida Urban,Bhojpuri,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-09 01:21:49,August,Friday,157.31,35-44,Female
596,reel,Instagram,Movies,3957,439,246,9117,0.02,Rural Bihar,Telugu,Yes,Low,Eid al-Adha,2024-07-25 10:07:05,July,Thursday,6.16,45-54,Male
597,static_image,Instagram,Technology,2758,94,444,8670,0.15,Rural Maharashtra North,Tamil,No,Low,Ganesh Chaturthi,2024-09-02 14:22:55,September,Monday,1444.29,25-34,Female
598,video,Facebook,Social Issues,3489,206,132,1554,0.16,Rural NCR,English,No,Low,"Christmas, New Year's Eve",2024-12-30 05:25:52,December,Monday,2960.24,25-34,Female
599,video,YouTube,Entertainment,1816,870,9,3912,0.39,Mumbai Urban,Hinglish,Yes,High,"Diwali, Bhai Dooj",2024-11-26 20:07:21,November,Tuesday,208.65,18-24,Male
600,carousel,Facebook,Finance,3739,204,90,901,0.14,Mumbai Urban,Marathi,Yes,Low,Ganesh Chaturthi,2024-09-30 15:04:59,September,Monday,2746.69,45-54,Male
601,video,YouTube,Travel,4037,621,145,4916,0.16,Rural NCR,English,Yes,Low,"Buddha Purnima, Eid al-Fitr",2024-05-29 01:38:00,May,Wednesday,818.35,25-34,Male
602,video,YouTube,Politics,6600,720,670,14556,0.38,Delhi NCR Urban,Tamil,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-19 08:03:29,October,Saturday,16.31,35-44,Other
603,video,Facebook,Technology,4090,946,433,2925,0.07,Rural Tamil Nadu South,Bhojpuri,No,Low,Rath Yatra,2024-06-04 16:31:49,June,Tuesday,882.59,25-34,Other
604,carousel,Instagram,Gaming,3446,1161,76,4054,0.33,Hyderabad Urban,Tamil,No,Medium,"Holi, Maha Shivaratri",2024-03-13 20:54:57,March,Wednesday,664.55,25-34,Male
605,carousel,Facebook,Gaming,2718,866,320,10280,0.14,Rural Karnataka South,Bhojpuri,No,Medium,"Baisakhi, Ram Navami",2024-04-01 04:04:24,April,Monday,4058.17,25-34,Female
606,video,YouTube,Entertainment,1564,508,105,838,0.04,Rural Maharashtra North,Gujarati,No,Low,Rath Yatra,2024-06-10 06:03:55,June,Monday,1522.68,18-24,Female
607,video,YouTube,Technology,2464,342,77,6108,0.14,Rural Bihar,Bengali,No,Low,Vasant Panchami,2024-02-07 01:29:27,February,Wednesday,2041.45,18-24,Female
608,reel,Facebook,Sports,1533,146,98,561,0.26,Delhi Urban,Punjabi,Yes,Low,Rath Yatra,2024-06-16 07:05:46,June,Sunday,4538.46,55+,Female
609,video,Instagram,Sports,5458,696,164,3907,0.14,Rural Tamil Nadu South,Gujarati,Yes,Medium,"Baisakhi, Ram Navami",2024-04-29 03:01:33,April,Monday,2565.04,35-44,Other
610,carousel,Instagram,Fashion,2926,960,333,8110,0.19,Kolkata Urban,Hinglish,No,Medium,"Lohri, Pongal, Republic Day",2024-01-16 07:47:15,January,Tuesday,2758.48,35-44,Male
611,carousel,Instagram,Travel,1866,302,261,6364,0.1,Rural UP West,English,Yes,Medium,"Holi, Maha Shivaratri",2024-03-10 03:37:10,March,Sunday,1526.66,55+,Female
612,carousel,Instagram,Sports,5049,386,568,10453,0.15,Rural Tamil Nadu North,Telugu,Yes,Medium,"Holi, Maha Shivaratri",2024-03-29 03:10:51,March,Friday,4645.99,55+,Other
613,static_image,Facebook,Technology,2501,702,122,6417,0.15,Coimbatore Urban,Marathi,No,Low,Eid al-Adha,2024-07-29 13:53:10,July,Monday,254.09,18-24,Other
614,static_image,Facebook,Movies,1191,1039,609,13636,0.41,Rural Maharashtra West,Hindi,Yes,High,"Diwali, Bhai Dooj",2024-11-23 08:00:24,November,Saturday,453.59,25-34,Male
615,reel,Facebook,Education,1689,756,161,6156,0.27,Rural Rajasthan,Telugu,No,Low,Vasant Panchami,2024-02-15 07:38:23,February,Thursday,445.85,55+,Female
616,static_image,YouTube,Education,843,875,316,5617,0.18,Rural Maharashtra East,Malayalam,No,Low,"Christmas, New Year's Eve",2024-12-29 22:20:20,December,Sunday,313.08,18-24,Male
617,static_image,Facebook,Movies,1825,25,181,7619,0.04,Gurgaon Urban,Urdu,No,Low,Vasant Panchami,2024-02-23 02:58:26,February,Friday,764.85,55+,Other
618,reel,Facebook,Health,1804,902,98,751,0.16,Mumbai Suburban,Telugu,Yes,Low,"Christmas, New Year's Eve",2024-12-13 20:48:18,December,Friday,3754.72,45-54,Other
619,carousel,Facebook,Food,1646,704,202,7156,0.17,Delhi Urban,Odia,No,Low,Vasant Panchami,2024-02-20 05:03:26,February,Tuesday,4571.86,18-24,Other
620,static_image,YouTube,Social Issues,794,1024,279,559,0.07,Gurgaon Urban,Malayalam,No,Medium,"Baisakhi, Ram Navami",2024-04-10 18:30:33,April,Wednesday,1962.49,25-34,Female
621,static_image,YouTube,Fashion,6570,1159,463,12315,0.33,Hyderabad Urban,Tamil,Yes,High,"Diwali, Bhai Dooj",2024-11-07 22:35:13,November,Thursday,1462.96,18-24,Other
622,video,YouTube,Fashion,6889,588,594,11745,0.14,Rural Maharashtra East,Odia,Yes,High,"Diwali, Bhai Dooj",2024-11-10 17:54:35,November,Sunday,2495.72,55+,Other
623,static_image,YouTube,Finance,1519,793,330,7913,0.12,Rural Tamil Nadu North,Marathi,No,Low,Eid al-Adha,2024-07-05 06:17:27,July,Friday,4177.17,45-54,Other
624,static_image,Instagram,Food,922,291,177,4120,0.11,Pune Urban,Urdu,No,Medium,"Holi, Maha Shivaratri",2024-03-26 21:25:11,March,Tuesday,2306.57,45-54,Male
625,carousel,Instagram,Entertainment,177,133,107,972,0.3,Rural Karnataka South,English,No,Low,Rath Yatra,2024-06-03 12:47:59,June,Monday,637.74,45-54,Other
626,static_image,YouTube,Social Issues,2476,619,189,1007,0.04,Rural Tamil Nadu North,Odia,No,Low,Rath Yatra,2024-06-08 10:42:55,June,Saturday,4592.75,18-24,Other
627,static_image,YouTube,Health,2452,55,292,4710,0.06,Coimbatore Urban,Bengali,Yes,Low,"Christmas, New Year's Eve",2024-12-20 16:35:06,December,Friday,215.19,18-24,Male
628,video,Instagram,Social Issues,3825,808,210,4909,0.25,Mysuru Urban,Urdu,Yes,Low,"Buddha Purnima, Eid al-Fitr",2024-05-20 09:12:27,May,Monday,4071.49,55+,Other
629,video,Instagram,Finance,4080,207,408,7280,0.09,Bengaluru Urban,Punjabi,No,Low,Vasant Panchami,2024-02-21 07:04:52,February,Wednesday,296.49,18-24,Male
630,carousel,Instagram,Food,1824,688,69,7328,0.16,Bengaluru Suburban,Telugu,No,Low,Eid al-Adha,2024-07-30 19:34:36,July,Tuesday,4218.09,55+,Other
631,static_image,Facebook,Gaming,5965,682,106,9526,0.29,Mumbai Suburban,Tamil,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-20 17:33:06,August,Tuesday,3889.01,35-44,Male
632,static_image,Instagram,Finance,2815,995,481,1136,0.14,Rural Punjab,Tamil,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-23 08:22:39,May,Thursday,520.33,25-34,Other
633,static_image,Facebook,Finance,2698,627,658,14605,0.04,Rural Maharashtra East,Tamil,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-07 13:57:39,October,Monday,3220.41,45-54,Female
634,video,YouTube,Social Issues,1173,564,332,1061,0.24,Rural Karnataka North,Bhojpuri,No,Low,Eid al-Adha,2024-07-02 22:54:01,July,Tuesday,2903.15,35-44,Male
635,static_image,Facebook,Gaming,5553,867,42,7375,0.37,Rural Maharashtra East,Bhojpuri,Yes,High,"Diwali, Bhai Dooj",2024-11-22 08:30:41,November,Friday,720.03,25-34,Female
636,video,YouTube,Sports,426,1015,264,13462,0.35,Rural UP East,Malayalam,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-30 17:05:28,October,Wednesday,1334.47,25-34,Male
637,reel,Facebook,Food,1872,500,337,2389,0.27,Delhi Urban,Punjabi,Yes,Low,Eid al-Adha,2024-07-17 14:18:11,July,Wednesday,719.06,18-24,Female
638,static_image,Facebook,Music,4936,319,437,1276,0.02,Delhi NCR Urban,Gujarati,No,Low,"Christmas, New Year's Eve",2024-12-17 09:56:03,December,Tuesday,1738.33,45-54,Female
639,video,YouTube,Education,3393,733,322,9015,0.27,Rural Bihar,Telugu,No,Low,Vasant Panchami,2024-02-20 14:43:57,February,Tuesday,2222.4,45-54,Male
640,static_image,Instagram,Education,3834,27,284,3510,0.15,Bengaluru Urban,Kannada,No,Low,"Christmas, New Year's Eve",2024-12-12 09:33:15,December,Thursday,1535.25,45-54,Male
641,carousel,Instagram,Sports,3858,271,234,8901,0.16,Rural Maharashtra North,Marathi,Yes,High,"Diwali, Bhai Dooj",2024-11-11 17:48:07,November,Monday,1535.95,25-34,Female
642,video,Instagram,Sports,2188,1185,126,5788,0.06,Rural NCR,Punjabi,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-31 11:48:58,October,Thursday,2701.0,55+,Female
643,video,Instagram,Movies,166,278,368,11376,0.25,Hyderabad Urban,Telugu,No,Medium,"Holi, Maha Shivaratri",2024-03-27 01:22:57,March,Wednesday,3534.57,35-44,Male
644,static_image,YouTube,Travel,2606,948,476,7602,0.09,Hyderabad Urban,English,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-28 23:02:30,May,Tuesday,2639.31,35-44,Female
645,reel,Facebook,Fashion,1428,748,362,793,0.1,Noida Urban,Bengali,No,Medium,"Baisakhi, Ram Navami",2024-04-27 20:31:56,April,Saturday,2391.59,25-34,Female
646,video,YouTube,Gaming,853,186,573,2722,0.3,Mumbai Suburban,Gujarati,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-20 17:03:43,August,Tuesday,3937.81,45-54,Other
647,static_image,Facebook,Social Issues,579,1266,121,13920,0.07,Noida Urban,Bengali,Yes,High,"Diwali, Bhai Dooj",2024-11-27 17:34:48,November,Wednesday,1518.91,55+,Male
648,static_image,YouTube,Politics,2541,471,355,3615,0.02,Rural NCR,Odia,No,Low,Vasant Panchami,2024-02-26 10:10:09,February,Monday,321.79,45-54,Female
649,static_image,Facebook,Health,691,462,248,6914,0.28,Rural Rajasthan,Kannada,No,Low,Ganesh Chaturthi,2024-09-15 03:41:12,September,Sunday,1690.98,55+,Female
650,video,Facebook,Politics,163,393,259,5569,0.07,Kolkata Urban,Hindi,No,Low,Vasant Panchami,2024-02-27 00:55:16,February,Tuesday,2499.93,35-44,Male
651,static_image,YouTube,Technology,1741,261,260,8129,0.14,Rural Maharashtra North,Odia,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-04 10:45:53,May,Saturday,2397.93,55+,Other
652,video,Facebook,Gaming,177,787,126,7737,0.22,Hyderabad Urban,Malayalam,No,Medium,"Holi, Maha Shivaratri",2024-03-07 23:10:45,March,Thursday,4589.93,18-24,Male
653,reel,Facebook,Food,165,1417,126,4333,0.18,Rural UP East,Hinglish,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-27 23:07:34,October,Sunday,4586.23,18-24,Other
654,video,Instagram,Travel,610,18,351,515,0.06,Rural Maharashtra East,Bhojpuri,No,Low,Eid al-Adha,2024-07-03 03:34:05,July,Wednesday,3934.94,45-54,Female
655,static_image,Instagram,Education,5614,279,248,2887,0.32,Coimbatore Urban,Telugu,No,Medium,"Baisakhi, Ram Navami",2024-04-13 00:54:17,April,Saturday,311.89,18-24,Other
656,video,YouTube,Entertainment,676,948,266,4211,0.05,Mumbai Urban,Kannada,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-15 09:39:02,May,Wednesday,2414.11,45-54,Male
657,video,Facebook,Entertainment,1965,320,528,3937,0.11,Chennai Urban,Telugu,Yes,Medium,"Baisakhi, Ram Navami",2024-04-17 18:54:29,April,Wednesday,3863.0,45-54,Male
658,video,YouTube,Travel,396,1399,57,11179,0.08,Rural Gujarat,Odia,Yes,High,"Diwali, Bhai Dooj",2024-11-27 09:16:14,November,Wednesday,1551.2,55+,Female
659,carousel,Instagram,Music,521,955,358,6113,0.27,Rural Punjab,Urdu,Yes,Low,"Buddha Purnima, Eid al-Fitr",2024-05-29 04:31:29,May,Wednesday,4990.67,25-34,Other
660,video,Facebook,Movies,1695,1411,738,1459,0.35,Rural UP East,Bhojpuri,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-17 06:58:50,October,Thursday,4593.48,18-24,Female
661,static_image,YouTube,Music,1834,172,645,7978,0.39,Mysuru Urban,Kannada,Yes,High,"Diwali, Bhai Dooj",2024-11-10 00:49:22,November,Sunday,2948.32,45-54,Other
662,video,YouTube,Health,2057,456,191,2166,0.24,Hyderabad Urban,Hindi,No,Low,Rath Yatra,2024-06-06 06:06:23,June,Thursday,1709.77,45-54,Male
663,video,Instagram,Education,3724,674,182,3456,0.11,Chennai Suburban,Gujarati,No,Medium,"Baisakhi, Ram Navami",2024-04-27 20:59:02,April,Saturday,1163.28,55+,Female
664,video,YouTube,Politics,4014,207,206,2570,0.22,Rural Maharashtra North,Telugu,No,Low,Eid al-Adha,2024-07-27 14:25:20,July,Saturday,2508.97,18-24,Male
665,static_image,YouTube,Education,1544,816,174,8373,0.26,Chennai Suburban,Malayalam,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-08 22:29:36,May,Wednesday,2598.35,45-54,Female
666,video,YouTube,Technology,2035,58,20,3843,0.03,Rural Karnataka South,Tamil,No,Low,Eid al-Adha,2024-07-24 06:03:43,July,Wednesday,4126.51,35-44,Female
667,carousel,Facebook,Finance,3288,724,38,5617,0.27,Hyderabad Urban,Telugu,No,Low,Vasant Panchami,2024-02-10 22:46:32,February,Saturday,3657.02,45-54,Other
668,static_image,YouTube,Technology,6882,33,159,5338,0.29,Rural UP West,Bengali,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-04 16:59:32,August,Sunday,4237.05,18-24,Other
669,carousel,Instagram,Technology,2028,604,424,8308,0.27,Mysuru Urban,Gujarati,Yes,Low,"Buddha Purnima, Eid al-Fitr",2024-05-22 11:37:58,May,Wednesday,3722.41,18-24,Female
670,reel,Instagram,Finance,3083,901,126,2627,0.21,Rural Maharashtra West,Hinglish,No,Low,Eid al-Adha,2024-07-25 18:33:36,July,Thursday,2734.05,25-34,Other
671,video,YouTube,Health,6177,226,178,2854,0.14,Rural NCR,Tamil,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-14 13:02:02,October,Monday,3015.5,25-34,Other
672,video,YouTube,Music,1206,754,411,5296,0.14,Kolkata Urban,Hindi,Yes,Low,Vasant Panchami,2024-02-01 19:37:04,February,Thursday,2868.1,18-24,Female
673,static_image,YouTube,Food,3029,544,280,1423,0.06,Bengaluru Urban,Punjabi,No,Low,Rath Yatra,2024-06-29 03:07:59,June,Saturday,406.78,18-24,Other
674,reel,Facebook,Finance,321,850,9,598,0.26,Rural Karnataka South,Kannada,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-05 19:56:11,August,Monday,3112.54,25-34,Female
675,video,YouTube,Travel,2875,788,265,4022,0.04,Rural Karnataka North,Tamil,Yes,Medium,"Baisakhi, Ram Navami",2024-04-08 13:53:25,April,Monday,3196.89,35-44,Male
676,static_image,Facebook,Social Issues,1178,780,136,3437,0.26,Chennai Suburban,Hinglish,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-14 08:47:45,May,Tuesday,1609.43,55+,Other
677,static_image,YouTube,Entertainment,286,569,80,408,0.06,Mumbai Suburban,Hindi,No,Low,Vasant Panchami,2024-02-24 19:07:38,February,Saturday,4931.1,35-44,Other
678,video,Facebook,Music,3777,826,500,9409,0.03,Rural Punjab,Bhojpuri,No,Low,"Christmas, New Year's Eve",2024-12-10 03:34:54,December,Tuesday,2408.58,55+,Male
679,carousel,Instagram,Food,4176,254,14,3867,0.07,Rural NCR,Telugu,No,Low,Eid al-Adha,2024-07-28 07:17:03,July,Sunday,2098.59,35-44,Female
680,static_image,YouTube,Food,646,768,454,10060,0.22,Bengaluru Urban,English,No,Medium,"Baisakhi, Ram Navami",2024-04-29 23:12:05,April,Monday,4785.21,25-34,Female
681,video,YouTube,Gaming,4762,340,451,5208,0.25,Delhi Urban,Malayalam,No,Low,Rath Yatra,2024-06-18 04:26:54,June,Tuesday,1510.23,25-34,Male
682,static_image,YouTube,Entertainment,1554,1137,241,9040,0.08,Chennai Suburban,Bhojpuri,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-07 02:00:46,October,Monday,506.73,45-54,Female
683,reel,Facebook,Travel,5902,1288,169,8308,0.1,Rural Maharashtra North,Telugu,Yes,High,"Diwali, Bhai Dooj",2024-11-14 21:23:46,November,Thursday,2589.62,25-34,Female
684,static_image,Facebook,Health,2690,111,135,8566,0.28,Bengaluru Suburban,Hindi,Yes,Low,"Christmas, New Year's Eve",2024-12-13 06:47:36,December,Friday,1993.15,55+,Female
685,reel,Facebook,Gaming,1969,873,365,1502,0.1,Noida Urban,Gujarati,No,Low,"Christmas, New Year's Eve",2024-12-28 05:49:53,December,Saturday,2626.73,55+,Male
686,video,Facebook,Education,1599,780,216,3298,0.29,Chennai Urban,Marathi,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-25 13:06:11,August,Sunday,1635.34,55+,Female
687,static_image,Facebook,Gaming,3793,758,179,7049,0.26,Rural Tamil Nadu South,Hinglish,No,Low,Vasant Panchami,2024-02-28 10:35:44,February,Wednesday,1743.54,25-34,Male
688,video,YouTube,Education,364,411,330,761,0.23,Rural West Bengal,Tamil,No,Low,Eid al-Adha,2024-07-18 19:27:15,July,Thursday,395.24,55+,Male
689,static_image,Instagram,Travel,2631,1228,249,4174,0.07,Rural Bihar,Hinglish,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-07 05:03:27,October,Monday,4341.55,45-54,Male
690,carousel,Instagram,Gaming,2982,225,365,7367,0.22,Rural UP East,Telugu,No,Low,Rath Yatra,2024-06-07 01:38:20,June,Friday,4738.09,55+,Male
691,static_image,Instagram,Social Issues,2548,490,157,6778,0.09,Rural Gujarat,Bengali,No,Low,Eid al-Adha,2024-07-30 07:53:24,July,Tuesday,2856.25,35-44,Male
692,carousel,Facebook,Entertainment,3416,420,263,2866,0.23,Mumbai Urban,Bhojpuri,No,Low,Vasant Panchami,2024-02-05 18:01:25,February,Monday,3877.04,25-34,Female
693,carousel,Instagram,Food,4455,1344,120,7509,0.38,Rural Rajasthan,English,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-30 08:34:25,August,Friday,2611.49,55+,Female
694,static_image,Facebook,Food,3207,475,38,285,0.13,Rural Bihar,Hinglish,No,Medium,"Lohri, Pongal, Republic Day",2024-01-20 07:49:28,January,Saturday,2980.12,45-54,Male
695,video,Instagram,Travel,2911,279,52,3085,0.24,Bengaluru Urban,Bengali,No,Medium,"Holi, Maha Shivaratri",2024-03-13 10:53:43,March,Wednesday,3030.63,55+,Female
696,static_image,Facebook,Movies,2461,255,304,2350,0.29,Rural Maharashtra North,Hindi,Yes,High,"Diwali, Bhai Dooj",2024-11-03 15:34:23,November,Sunday,373.89,18-24,Other
697,static_image,Facebook,Fashion,1106,150,112,9611,0.11,Chennai Suburban,English,No,Low,Ganesh Chaturthi,2024-09-05 10:15:12,September,Thursday,2766.67,18-24,Other
698,carousel,Instagram,Education,230,1064,535,2826,0.22,Chennai Suburban,Urdu,No,Medium,"Baisakhi, Ram Navami",2024-04-14 08:57:49,April,Sunday,2078.05,35-44,Other
699,static_image,Facebook,Sports,675,924,282,7457,0.09,Kolkata Urban,English,No,Low,Eid al-Adha,2024-07-07 07:56:27,July,Sunday,4021.26,45-54,Other
700,static_image,Facebook,Technology,1103,552,234,6071,0.04,Rural Maharashtra West,Gujarati,No,Low,Ganesh Chaturthi,2024-09-23 08:55:00,September,Monday,4254.13,35-44,Female
701,video,Instagram,Fashion,2076,951,117,9781,0.02,Rural Karnataka North,Malayalam,No,Low,"Christmas, New Year's Eve",2024-12-01 11:29:28,December,Sunday,2652.91,35-44,Male
702,static_image,Instagram,Movies,142,1272,723,1249,0.31,Chennai Suburban,Gujarati,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-23 08:28:19,October,Wednesday,3827.95,18-24,Other
703,reel,Facebook,Sports,3772,1041,265,14808,0.33,Kolkata Urban,English,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-13 21:33:58,August,Tuesday,4463.71,45-54,Male
704,reel,Facebook,Food,774,457,149,8366,0.17,Hyderabad Urban,Bhojpuri,No,Low,"Christmas, New Year's Eve",2024-12-13 02:52:15,December,Friday,3416.76,35-44,Female
705,carousel,Instagram,Food,3514,1387,246,11364,0.34,Bengaluru Urban,English,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-14 23:21:11,October,Monday,2909.28,25-34,Male
706,carousel,Instagram,Sports,3774,702,378,115,0.1,Kolkata Urban,Hindi,No,Low,Vasant Panchami,2024-02-03 17:11:26,February,Saturday,4980.56,45-54,Female
707,video,YouTube,Technology,2994,924,405,3420,0.1,Gurgaon Urban,Odia,No,Low,Eid al-Adha,2024-07-03 07:54:06,July,Wednesday,4842.28,55+,Other
708,video,YouTube,Music,4911,789,351,313,0.15,Rural West Bengal,Bhojpuri,Yes,Low,Ganesh Chaturthi,2024-09-30 12:44:40,September,Monday,2506.11,18-24,Other
709,video,YouTube,Fashion,6357,969,520,7077,0.22,Rural Karnataka North,Marathi,Yes,High,"Diwali, Bhai Dooj",2024-11-25 10:29:45,November,Monday,4154.09,55+,Female
710,static_image,YouTube,Health,310,273,41,193,0.12,Delhi NCR Urban,Malayalam,Yes,Low,"Christmas, New Year's Eve",2024-12-10 02:03:04,December,Tuesday,876.54,18-24,Other
711,video,Instagram,Technology,3216,548,488,609,0.11,Chennai Urban,Bhojpuri,No,Low,Eid al-Adha,2024-07-08 07:40:04,July,Monday,4065.41,55+,Other
712,reel,Instagram,Gaming,874,306,138,1295,0.16,Gurgaon Urban,Hindi,No,Low,Rath Yatra,2024-06-13 19:35:37,June,Thursday,1464.06,55+,Other
713,video,Instagram,Sports,1523,362,219,7964,0.28,Rural Bihar,Marathi,No,Low,Ganesh Chaturthi,2024-09-18 01:44:36,September,Wednesday,2990.14,55+,Female
714,carousel,Facebook,Movies,534,640,449,1954,0.12,Coimbatore Urban,Gujarati,No,Low,Vasant Panchami,2024-02-21 17:49:25,February,Wednesday,4777.58,25-34,Male
715,video,YouTube,Gaming,864,573,125,1352,0.24,Rural Punjab,Hinglish,No,Low,"Christmas, New Year's Eve",2024-12-13 01:07:04,December,Friday,2585.94,18-24,Female
716,static_image,YouTube,Sports,3480,828,153,9516,0.31,Noida Urban,English,No,Medium,"Holi, Maha Shivaratri",2024-03-04 16:47:23,March,Monday,4713.74,25-34,Male
717,static_image,YouTube,Technology,4966,1140,571,2332,0.26,Coimbatore Urban,Kannada,Yes,High,"Diwali, Bhai Dooj",2024-11-13 13:01:33,November,Wednesday,690.93,25-34,Other
718,video,Facebook,Fashion,4238,517,91,6327,0.18,Rural Maharashtra East,Malayalam,Yes,Low,Rath Yatra,2024-06-29 22:56:24,June,Saturday,100.22,45-54,Other
719,video,Instagram,Health,2410,988,49,8924,0.28,Rural Rajasthan,Bhojpuri,Yes,Low,Rath Yatra,2024-06-15 22:49:27,June,Saturday,4665.58,25-34,Female
720,carousel,Instagram,Health,3300,393,249,3662,0.27,Noida Urban,Punjabi,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-17 19:38:13,May,Friday,4890.86,55+,Male
721,video,YouTube,Gaming,5407,1227,645,1528,0.14,Mumbai Suburban,Telugu,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-17 18:44:01,August,Saturday,353.63,45-54,Other
722,video,Facebook,Technology,4031,766,187,9001,0.05,Mumbai Urban,Odia,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-16 18:54:56,May,Thursday,4738.82,35-44,Other
723,video,Instagram,Entertainment,3312,186,406,9102,0.29,Rural Tamil Nadu North,Gujarati,Yes,Medium,"Holi, Maha Shivaratri",2024-03-31 12:51:10,March,Sunday,3187.53,45-54,Male
724,static_image,YouTube,Social Issues,350,502,160,4666,0.01,Hyderabad Urban,Gujarati,Yes,Low,Eid al-Adha,2024-07-29 19:43:05,July,Monday,517.5,18-24,Female
725,static_image,Instagram,Fashion,1467,198,47,5725,0.05,Delhi NCR Urban,Kannada,No,Low,Vasant Panchami,2024-02-07 06:58:40,February,Wednesday,3906.88,55+,Female
726,reel,Facebook,Politics,3488,529,25,3892,0.08,Chennai Suburban,Punjabi,No,Low,Ganesh Chaturthi,2024-09-17 21:15:32,September,Tuesday,1887.42,35-44,Other
727,video,YouTube,Politics,4006,408,738,13810,0.08,Chennai Suburban,Hinglish,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-18 09:35:23,August,Sunday,4487.51,25-34,Other
