post_type,timestamp,likes,comments,shares,state
reel,2024-12-23 15:15:24.706937,1566,231,44,Uttar Pradesh
carousel,2024-12-23 15:15:24.714049,1746,137,71,West Bengal
static_image,2024-12-23 15:15:24.718119,575,74,73,Madhya Pradesh
static_image,2024-12-23 15:15:24.724418,561,165,29,Delhi
carousel,2024-12-23 15:15:24.729497,476,37,29,Assam
static_image,2024-12-23 15:15:24.733109,880,101,25,Uttar Pradesh
carousel,2024-12-23 15:15:24.737103,831,89,65,Madhya Pradesh
static_image,2024-12-23 15:15:24.740614,691,69,66,West Bengal
static_image,2024-12-23 16:44:24.703972,1182,93,85,Karnataka
static_image,2024-12-23 17:17:24.708973,882,70,40,Delhi
static_image,2024-12-23 18:25:24.704372,531,60,38,Haryana
carousel,2024-12-23 18:51:24.741511,383,94,51,West Bengal
static_image,2024-12-23 19:30:24.687577,833,102,85,Maharashtra
static_image,2024-12-23 19:30:24.699877,1306,60,90,Maharashtra
reel,2024-12-23 19:30:24.703774,1683,160,148,Jammu and Kashmir
static_image,2024-12-23 19:30:24.709311,957,116,65,Telangana
static_image,2024-12-23 19:30:24.709430,1158,138,43,Gujarat
reel,2024-12-23 19:30:24.710145,1529,200,155,Kerala
carousel,2024-12-23 19:30:24.712098,1317,153,104,Haryana
static_image,2024-12-23 19:30:24.719744,718,46,53,Bihar
reel,2024-12-23 19:30:24.721531,1451,182,158,Tamil Nadu
reel,2024-12-23 19:30:24.726405,1354,222,26,Madhya Pradesh
carousel,2024-12-23 19:30:24.728080,1150,307,92,Maharashtra
carousel,2024-12-23 19:30:24.728629,783,89,52,Karnataka
static_image,2024-12-23 19:30:24.730783,1054,145,65,Maharashtra
reel,2024-12-23 19:30:24.733914,2023,209,78,Karnataka
reel,2024-12-23 20:51:24.723928,2091,103,141,Telangana
static_image,2024-12-23 21:20:24.689149,701,44,29,Uttar Pradesh
carousel,2024-12-23 21:28:24.698847,860,73,47,Gujarat
reel,2024-12-23 21:43:24.686783,1322,136,94,Uttar Pradesh
static_image,2024-12-23 23:41:24.706196,769,90,36,Telangana
reel,2024-12-24 00:53:24.734412,800,78,50,West Bengal
carousel,2024-12-24 01:06:24.721201,691,78,48,Delhi
static_image,2024-12-24 01:09:24.700913,900,55,50,Tamil Nadu
carousel,2024-12-24 01:11:24.710167,830,30,37,West Bengal
reel,2024-12-24 03:23:24.723972,887,211,100,Maharashtra
reel,2024-12-24 05:32:24.699811,1625,146,76,Telangana
static_image,2024-12-24 07:00:24.687913,489,22,13,Uttarakhand
carousel,2024-12-24 07:00:24.688321,454,107,34,Uttar Pradesh
static_image,2024-12-24 07:00:24.694750,468,68,31,Uttar Pradesh
static_image,2024-12-24 07:00:24.697314,730,67,42,Delhi
carousel,2024-12-24 07:00:24.698227,623,73,48,Chhattisgarh
static_image,2024-12-24 07:00:24.704956,445,39,34,Chhattisgarh
static_image,2024-12-24 07:00:24.705132,588,4,37,Telangana
carousel,2024-12-24 07:00:24.708206,754,85,31,Goa
carousel,2024-12-24 07:00:24.716952,455,57,39,Gujarat
carousel,2024-12-24 07:00:24.731767,577,47,33,Bihar
reel,2024-12-24 07:27:24.704305,1495,162,103,Tamil Nadu
static_image,2024-12-24 07:56:24.707720,496,65,44,Uttar Pradesh
reel,2024-12-24 08:00:24.697152,752,199,85,Rajasthan
static_image,2024-12-24 08:00:24.707521,640,70,36,Assam
carousel,2024-12-24 08:00:24.712551,1066,165,34,Delhi
reel,2024-12-24 08:00:24.719105,1539,208,103,Kerala
static_image,2024-12-24 08:00:24.722995,795,85,46,Gujarat
carousel,2024-12-24 08:00:24.724214,809,111,60,Andhra Pradesh
static_image,2024-12-24 08:00:24.736929,530,58,41,Karnataka
carousel,2024-12-24 08:00:24.739544,822,65,19,Gujarat
carousel,2024-12-24 08:34:24.706284,641,97,36,Uttar Pradesh
reel,2024-12-24 08:47:24.699746,1100,129,42,Rajasthan
static_image,2024-12-24 08:59:24.695879,1126,124,35,Maharashtra
reel,2024-12-24 09:00:24.692636,1212,150,109,Bihar
reel,2024-12-24 09:00:24.693979,1419,109,84,Kerala
reel,2024-12-24 09:00:24.701436,1146,127,214,West Bengal
static_image,2024-12-24 09:00:24.701480,536,107,54,Delhi
carousel,2024-12-24 09:00:24.705930,819,72,48,Madhya Pradesh
reel,2024-12-24 09:00:24.706174,1367,146,81,Kerala
static_image,2024-12-24 09:00:24.715444,671,30,24,Goa
static_image,2024-12-24 09:00:24.717062,703,83,37,Kerala
reel,2024-12-24 09:00:24.721157,1617,234,79,Gujarat
static_image,2024-12-24 09:00:24.724795,767,48,44,Telangana
reel,2024-12-24 09:00:24.725953,1882,90,182,Karnataka
reel,2024-12-24 09:00:24.727977,1057,162,153,Manipur
reel,2024-12-24 09:00:24.729556,856,98,100,Sikkim
static_image,2024-12-24 09:00:24.730104,1046,80,65,Maharashtra
static_image,2024-12-24 09:49:24.737235,998,107,34,Tamil Nadu
static_image,2024-12-24 10:00:24.688676,758,71,66,Gujarat
carousel,2024-12-24 10:00:24.692837,557,75,34,Tamil Nadu
static_image,2024-12-24 10:00:24.726246,652,55,33,Kerala
static_image,2024-12-24 10:00:24.734897,462,34,19,Madhya Pradesh
static_image,2024-12-24 10:00:24.735315,645,84,33,Gujarat
carousel,2024-12-24 10:00:24.740834,614,44,21,Madhya Pradesh
carousel,2024-12-24 11:30:24.704438,917,115,32,Uttar Pradesh
reel,2024-12-24 11:30:24.704888,1290,191,96,Arunachal Pradesh
static_image,2024-12-24 11:30:24.709702,1022,76,67,West Bengal
reel,2024-12-24 11:30:24.737945,2324,257,192,Karnataka
reel,2024-12-24 11:30:24.740812,1373,210,168,Jharkhand
carousel,2024-12-24 12:00:24.707003,864,89,44,Haryana
static_image,2024-12-24 13:27:24.698516,687,39,81,Maharashtra
carousel,2024-12-24 13:30:24.687208,807,94,75,Karnataka
carousel,2024-12-24 13:30:24.693847,476,50,43,Uttarakhand
static_image,2024-12-24 13:30:24.695088,519,77,49,Tamil Nadu
carousel,2024-12-24 13:30:24.697915,956,117,79,Tamil Nadu
carousel,2024-12-24 13:30:24.700260,389,71,40,Himachal Pradesh
static_image,2024-12-24 13:30:24.700935,499,55,25,Uttarakhand
carousel,2024-12-24 13:30:24.710819,696,61,51,Rajasthan
reel,2024-12-24 13:30:24.715495,1282,108,120,Telangana
carousel,2024-12-24 13:30:24.724638,838,89,39,Haryana
carousel,2024-12-24 13:30:24.728717,957,94,54,Punjab
static_image,2024-12-24 14:56:24.698945,937,10,43,Rajasthan
carousel,2024-12-24 15:17:24.698716,1282,98,79,West Bengal
reel,2024-12-24 15:29:24.721464,2308,279,155,Gujarat
carousel,2024-12-24 16:21:24.726157,774,36,46,Uttar Pradesh
reel,2024-12-24 16:45:24.721818,1675,139,147,Telangana
reel,2024-12-24 19:01:24.720649,967,166,78,Bihar
static_image,2024-12-24 19:14:24.692358,1056,109,50,Delhi
static_image,2024-12-24 19:17:24.742564,571,46,24,Chhattisgarh
carousel,2024-12-24 20:21:24.742806,1587,188,109,Maharashtra
reel,2024-12-24 22:57:24.692107,1846,243,95,Telangana
reel,2024-12-24 23:11:24.708665,811,103,66,Kerala
reel,2024-12-24 23:37:24.703885,1223,100,91,West Bengal
reel,2024-12-25 03:07:24.722453,967,96,93,Maharashtra
static_image,2024-12-25 06:47:24.704933,802,53,38,Delhi
static_image,2024-12-25 07:24:24.692614,666,60,54,Telangana
carousel,2024-12-25 07:31:24.688631,608,55,27,Tamil Nadu
static_image,2024-12-25 07:34:24.700083,390,36,33,Kerala
static_image,2024-12-25 07:50:24.743027,694,30,42,Rajasthan
reel,2024-12-25 08:00:24.692182,1484,139,153,Rajasthan
static_image,2024-12-25 08:16:24.732288,407,56,53,Maharashtra
static_image,2024-12-25 09:06:24.728300,1271,99,76,Delhi
reel,2024-12-25 11:00:24.689717,1983,182,202,Karnataka
reel,2024-12-25 11:00:24.697603,1610,284,82,Kerala
reel,2024-12-25 11:00:24.700671,1735,273,153,Gujarat
reel,2024-12-25 11:00:24.704217,1959,150,123,Tamil Nadu
carousel,2024-12-25 11:00:24.707396,883,96,57,Uttar Pradesh
static_image,2024-12-25 11:00:24.708229,711,90,48,West Bengal
carousel,2024-12-25 11:00:24.708928,796,71,107,Gujarat
reel,2024-12-25 11:00:24.710393,1599,227,104,Karnataka
carousel,2024-12-25 11:00:24.714642,1410,206,99,Tamil Nadu
static_image,2024-12-25 11:00:24.716441,769,86,73,Uttar Pradesh
static_image,2024-12-25 11:00:24.716863,1043,99,61,Tamil Nadu
static_image,2024-12-25 11:00:24.717890,848,125,90,West Bengal
static_image,2024-12-25 11:00:24.720297,694,82,70,Gujarat
static_image,2024-12-25 11:00:24.726690,1040,147,58,Maharashtra
reel,2024-12-25 11:00:24.727796,2347,240,168,Telangana
static_image,2024-12-25 11:00:24.728279,1073,71,60,West Bengal
carousel,2024-12-25 11:00:24.728673,1512,175,55,Delhi
carousel,2024-12-25 11:00:24.728787,909,111,0,Tamil Nadu
carousel,2024-12-25 11:00:24.730760,825,106,51,Uttar Pradesh
static_image,2024-12-25 11:00:24.733220,668,51,22,Uttarakhand
static_image,2024-12-25 11:00:24.734676,636,55,47,Haryana
reel,2024-12-25 11:00:24.735469,2069,377,112,Karnataka
static_image,2024-12-25 11:00:24.735759,654,112,56,Punjab
carousel,2024-12-25 11:00:24.736316,1571,124,91,Gujarat
carousel,2024-12-25 11:00:24.736360,911,153,53,Jharkhand
reel,2024-12-25 11:00:24.742674,1278,163,30,Arunachal Pradesh
static_image,2024-12-25 11:00:24.743419,814,54,22,Tamil Nadu
carousel,2024-12-25 11:00:24.743508,1200,127,42,Delhi
carousel,2024-12-25 12:47:24.698448,1078,133,50,Uttar Pradesh
carousel,2024-12-25 13:54:24.735557,1181,116,48,Karnataka
carousel,2024-12-25 13:59:24.711645,685,66,57,Punjab
reel,2024-12-25 14:14:24.722215,1272,202,67,Tamil Nadu
static_image,2024-12-25 15:37:24.691996,772,89,53,Gujarat
reel,2024-12-25 16:06:24.696202,1368,125,121,Nagaland
static_image,2024-12-25 16:08:24.687656,607,52,42,Andhra Pradesh
static_image,2024-12-25 16:20:24.697054,1047,73,62,Delhi
carousel,2024-12-25 16:30:24.685937,840,57,38,Gujarat
carousel,2024-12-25 16:30:24.686631,427,48,7,Meghalaya
reel,2024-12-25 16:30:24.691299,1869,211,10,Delhi
carousel,2024-12-25 16:30:24.699928,765,116,56,Tamil Nadu
carousel,2024-12-25 16:30:24.701568,1071,97,62,Tamil Nadu
static_image,2024-12-25 16:30:24.703036,858,19,36,Telangana
reel,2024-12-25 16:30:24.703102,894,183,54,Karnataka
reel,2024-12-25 16:30:24.710731,1333,66,137,Tamil Nadu
carousel,2024-12-25 16:30:24.718647,851,104,48,Karnataka
carousel,2024-12-25 16:30:24.719039,1102,88,73,Delhi
static_image,2024-12-25 16:30:24.722475,675,66,24,Maharashtra
reel,2024-12-25 16:30:24.724914,1065,110,65,Telangana
reel,2024-12-25 16:30:24.734919,1211,221,127,Karnataka
static_image,2024-12-25 16:30:24.736183,789,84,72,Uttar Pradesh
reel,2024-12-25 16:30:24.737722,1049,136,81,West Bengal
static_image,2024-12-25 16:38:24.694119,1019,142,63,Delhi
reel,2024-12-25 17:10:24.701326,1355,213,113,Delhi
static_image,2024-12-25 17:13:24.701970,430,84,32,Nagaland
carousel,2024-12-25 17:30:24.686250,1063,74,0,Rajasthan
reel,2024-12-25 17:30:24.697336,1217,197,82,Rajasthan
static_image,2024-12-25 17:30:24.699636,1176,138,37,Delhi
static_image,2024-12-25 17:30:24.708018,533,72,35,Punjab
static_image,2024-12-25 17:30:24.709628,1087,66,51,Karnataka
reel,2024-12-25 17:30:24.712319,1614,220,108,West Bengal
reel,2024-12-25 17:30:24.712965,982,106,53,Chhattisgarh
reel,2024-12-25 17:30:24.713397,1109,59,92,Tamil Nadu
static_image,2024-12-25 17:30:24.714161,625,38,31,Punjab
static_image,2024-12-25 17:30:24.716576,536,46,30,Meghalaya
carousel,2024-12-25 17:30:24.717018,830,94,43,Assam
carousel,2024-12-25 17:30:24.718558,755,86,41,Gujarat
carousel,2024-12-25 17:30:24.719611,736,120,34,Rajasthan
reel,2024-12-25 17:30:24.721420,1790,179,55,Tamil Nadu
reel,2024-12-25 17:30:24.723326,1029,135,56,Kerala
static_image,2024-12-25 17:30:24.724330,656,94,38,Telangana
static_image,2024-12-25 17:30:24.726339,690,45,48,Haryana
reel,2024-12-25 17:30:24.729008,2116,174,123,Uttar Pradesh
static_image,2024-12-25 17:30:24.732643,567,71,0,Telangana
carousel,2024-12-25 17:30:24.734852,748,73,78,Karnataka
static_image,2024-12-25 17:30:24.735205,587,136,46,West Bengal
reel,2024-12-25 17:30:24.735513,1506,157,128,Tamil Nadu
static_image,2024-12-25 17:30:24.735828,753,14,65,Haryana
carousel,2024-12-25 17:30:24.736249,1156,113,66,Delhi
reel,2024-12-25 17:30:24.737434,1606,163,155,Delhi
reel,2024-12-25 17:30:24.741121,1572,194,77,Manipur
reel,2024-12-25 17:30:24.742274,1964,192,64,Punjab
reel,2024-12-25 18:09:24.735491,1164,173,70,Telangana
static_image,2024-12-25 18:57:24.702667,441,97,24,Telangana
carousel,2024-12-25 21:23:24.713780,638,100,26,Mizoram
static_image,2024-12-25 21:34:24.739932,936,114,64,Uttar Pradesh
reel,2024-12-25 22:02:24.722609,1677,193,75,Rajasthan
reel,2024-12-25 23:47:24.696034,999,61,64,Delhi
static_image,2024-12-26 00:10:24.721619,427,56,33,Uttar Pradesh
carousel,2024-12-26 01:21:24.698967,370,44,32,Karnataka
static_image,2024-12-26 02:17:24.740570,638,95,49,Delhi
static_image,2024-12-26 05:30:24.702371,443,27,24,Rajasthan
reel,2024-12-26 05:34:24.739183,1229,141,14,Tamil Nadu
reel,2024-12-26 07:00:24.687860,1222,111,64,Gujarat
carousel,2024-12-26 07:00:24.687888,512,26,26,Meghalaya
carousel,2024-12-26 07:00:24.689917,637,80,31,Delhi
reel,2024-12-26 07:00:24.691211,923,129,50,Karnataka
static_image,2024-12-26 07:00:24.708360,494,63,39,Gujarat
reel,2024-12-26 07:00:24.712507,1337,125,142,Delhi
carousel,2024-12-26 07:00:24.727132,1118,14,51,Delhi
static_image,2024-12-26 07:00:24.742362,571,88,35,Maharashtra
static_image,2024-12-26 07:46:24.734588,241,52,9,Himachal Pradesh
static_image,2024-12-26 08:03:24.690603,743,56,54,Goa
carousel,2024-12-26 08:37:24.734765,607,54,37,Himachal Pradesh
carousel,2024-12-26 08:56:24.699855,1303,117,37,Odisha
carousel,2024-12-26 10:30:24.724038,845,84,42,Maharashtra
reel,2024-12-26 11:00:24.690225,1154,182,122,Bihar
carousel,2024-12-26 11:00:24.699211,1307,82,76,Maharashtra
static_image,2024-12-26 11:00:24.699524,1323,131,76,Delhi
static_image,2024-12-26 11:00:24.706482,707,89,41,Bihar
static_image,2024-12-26 11:00:24.707654,697,126,73,Tamil Nadu
carousel,2024-12-26 11:00:24.713579,1539,61,54,Telangana
reel,2024-12-26 11:00:24.731657,2539,347,82,Karnataka
static_image,2024-12-26 11:00:24.736470,1228,83,51,Kerala
reel,2024-12-26 12:00:24.697506,1756,174,72,Jharkhand
reel,2024-12-26 12:00:24.718470,1816,12,150,Gujarat
reel,2024-12-26 12:00:24.718691,2211,148,150,Tamil Nadu
carousel,2024-12-26 12:00:24.721289,1075,109,57,West Bengal
reel,2024-12-26 12:00:24.730422,1921,284,249,Tamil Nadu
carousel,2024-12-26 12:00:24.732266,1501,154,79,Gujarat
reel,2024-12-26 12:00:24.736841,1231,211,120,Jammu and Kashmir
carousel,2024-12-26 12:00:24.737813,1716,111,50,Maharashtra
carousel,2024-12-26 12:00:24.740416,1094,114,25,Bihar
reel,2024-12-26 12:16:24.699235,858,100,119,Telangana
static_image,2024-12-26 12:30:24.713318,725,96,55,West Bengal
carousel,2024-12-26 14:00:24.706041,574,54,40,Rajasthan
reel,2024-12-26 14:00:24.720759,2533,226,180,Delhi
reel,2024-12-26 14:00:24.728235,1199,136,98,Rajasthan
static_image,2024-12-26 14:00:24.729074,963,80,30,Gujarat
carousel,2024-12-26 14:00:24.734654,1007,112,13,Maharashtra
carousel,2024-12-26 14:31:24.736996,857,69,17,Uttar Pradesh
reel,2024-12-26 16:30:24.689539,1677,148,126,Madhya Pradesh
reel,2024-12-26 16:30:24.694595,1657,240,185,Maharashtra
static_image,2024-12-26 16:30:24.716021,561,80,43,Uttar Pradesh
static_image,2024-12-26 16:30:24.720027,1230,77,54,Karnataka
carousel,2024-12-26 16:30:24.721884,660,79,39,Jharkhand
static_image,2024-12-26 16:30:24.726932,509,76,14,Uttar Pradesh
static_image,2024-12-26 16:30:24.738692,447,24,23,Sikkim
static_image,2024-12-26 16:30:24.739976,359,32,34,Arunachal Pradesh
carousel,2024-12-26 18:30:24.715153,788,92,52,Kerala
static_image,2024-12-26 18:30:24.719809,401,71,44,Bihar
static_image,2024-12-26 18:30:24.722543,506,33,20,Assam
carousel,2024-12-26 18:30:24.728519,1049,102,37,Gujarat
static_image,2024-12-26 18:30:24.733647,672,62,37,Andhra Pradesh
static_image,2024-12-26 18:30:24.742410,879,112,58,West Bengal
static_image,2024-12-26 20:33:24.694023,1072,99,62,Tamil Nadu
static_image,2024-12-26 21:00:24.716043,1399,106,87,Maharashtra
static_image,2024-12-26 21:00:24.718876,594,71,54,Gujarat
static_image,2024-12-26 21:00:24.727154,648,59,51,Madhya Pradesh
carousel,2024-12-26 21:00:24.728497,1007,75,69,Karnataka
static_image,2024-12-26 21:00:24.731324,531,94,49,Tamil Nadu
static_image,2024-12-26 21:00:24.743269,710,76,61,Telangana
static_image,2024-12-26 21:44:24.687785,620,81,78,Delhi
static_image,2024-12-26 22:26:24.691733,686,35,8,Punjab
static_image,2024-12-26 23:09:24.719376,474,87,26,Punjab
carousel,2024-12-27 00:09:24.725799,600,37,35,Tamil Nadu
carousel,2024-12-27 00:30:24.687183,534,58,44,Kerala
reel,2024-12-27 00:30:24.690293,751,60,64,Himachal Pradesh
carousel,2024-12-27 00:30:24.694445,532,52,33,Rajasthan
reel,2024-12-27 00:30:24.697848,864,149,54,Assam
carousel,2024-12-27 00:30:24.698825,588,99,44,Delhi
reel,2024-12-27 00:30:24.702531,1883,205,64,Maharashtra
carousel,2024-12-27 00:30:24.703315,387,74,28,Madhya Pradesh
reel,2024-12-27 00:30:24.707259,684,158,109,Uttar Pradesh
static_image,2024-12-27 00:30:24.712430,494,68,38,Kerala
carousel,2024-12-27 00:30:24.712942,654,51,19,Uttar Pradesh
carousel,2024-12-27 00:30:24.714071,501,47,57,Gujarat
static_image,2024-12-27 00:30:24.715197,551,55,38,Assam
static_image,2024-12-27 00:30:24.719920,939,77,17,Tamil Nadu
static_image,2024-12-27 00:30:24.720891,479,71,27,West Bengal
static_image,2024-12-27 00:30:24.723595,498,36,25,Uttar Pradesh
static_image,2024-12-27 00:30:24.727933,667,68,22,Kerala
static_image,2024-12-27 00:30:24.733064,474,40,22,Uttar Pradesh
static_image,2024-12-27 00:30:24.736797,577,41,20,Rajasthan
static_image,2024-12-27 00:30:24.738984,1164,46,74,Maharashtra
carousel,2024-12-27 00:40:24.736750,865,85,60,Tamil Nadu
static_image,2024-12-27 01:25:24.725401,480,55,18,Kerala
carousel,2024-12-27 01:42:24.738526,1042,98,42,Delhi
reel,2024-12-27 02:32:24.724286,1342,141,65,Delhi
reel,2024-12-27 03:02:24.720781,1441,143,86,Gujarat
reel,2024-12-27 05:00:24.693382,1934,247,152,Delhi
static_image,2024-12-27 05:42:24.693206,559,44,5,Madhya Pradesh
carousel,2024-12-27 06:02:24.687409,812,99,55,Karnataka
reel,2024-12-27 08:11:24.710967,1983,199,63,Rajasthan
carousel,2024-12-27 08:15:24.693493,1039,155,38,Tamil Nadu
static_image,2024-12-27 08:30:24.715598,630,36,54,Tamil Nadu
static_image,2024-12-27 09:16:24.694075,777,76,79,Maharashtra
carousel,2024-12-27 09:25:24.720605,875,79,34,Jammu and Kashmir
reel,2024-12-27 10:09:24.694933,678,108,91,Chhattisgarh
carousel,2024-12-27 10:14:24.712231,544,101,47,Karnataka
static_image,2024-12-27 10:49:24.720397,570,99,40,Maharashtra
carousel,2024-12-27 11:28:24.710210,657,115,38,Kerala
static_image,2024-12-27 13:41:24.731701,547,51,33,Haryana
static_image,2024-12-27 14:00:24.691413,890,56,56,Uttar Pradesh
static_image,2024-12-27 14:00:24.694728,914,120,31,Karnataka
reel,2024-12-27 14:00:24.696300,1366,239,151,Telangana
carousel,2024-12-27 14:00:24.708840,848,26,28,Tamil Nadu
static_image,2024-12-27 14:00:24.709289,551,58,37,Mizoram
carousel,2024-12-27 14:00:24.709725,455,53,18,Karnataka
static_image,2024-12-27 14:00:24.718325,778,100,69,Maharashtra
reel,2024-12-27 14:00:24.729228,1069,158,98,Rajasthan
carousel,2024-12-27 14:00:24.729613,494,27,1,Uttar Pradesh
reel,2024-12-27 14:00:24.732665,1166,151,155,West Bengal
reel,2024-12-27 14:00:24.733535,1528,156,84,Uttar Pradesh
carousel,2024-12-27 14:00:24.736511,1340,159,88,Karnataka
reel,2024-12-27 14:00:24.738570,1150,154,116,Delhi
reel,2024-12-27 14:00:24.740438,1231,151,51,Madhya Pradesh
static_image,2024-12-27 14:30:24.686448,626,85,28,Uttar Pradesh
static_image,2024-12-27 14:30:24.694516,502,29,36,Tamil Nadu
carousel,2024-12-27 14:30:24.695556,913,66,55,Karnataka
reel,2024-12-27 14:30:24.695755,1929,193,173,Telangana
static_image,2024-12-27 14:30:24.699283,570,64,38,Haryana
static_image,2024-12-27 14:30:24.699995,620,56,23,Haryana
static_image,2024-12-27 14:30:24.707764,736,93,47,West Bengal
reel,2024-12-27 14:30:24.710342,1234,172,114,Gujarat
carousel,2024-12-27 14:30:24.711277,906,110,36,Delhi
static_image,2024-12-27 14:30:24.715285,485,36,19,Jharkhand
carousel,2024-12-27 14:30:24.718624,792,115,70,Telangana
reel,2024-12-27 14:30:24.722127,1182,116,60,Tamil Nadu
reel,2024-12-27 14:30:24.726290,1286,153,132,Punjab
static_image,2024-12-27 14:30:24.730242,545,47,46,Tripura
reel,2024-12-27 14:30:24.732444,2089,193,132,Maharashtra
reel,2024-12-27 14:30:24.735693,1254,130,79,Jharkhand
reel,2024-12-27 14:30:24.738547,1352,155,100,Tamil Nadu
static_image,2024-12-27 14:30:24.743334,393,68,24,Kerala
static_image,2024-12-27 18:06:24.726268,887,97,40,Madhya Pradesh
static_image,2024-12-27 18:30:24.716841,904,164,69,Delhi
static_image,2024-12-27 18:36:24.725646,688,29,46,Uttarakhand
reel,2024-12-27 20:33:24.722930,2243,237,234,Maharashtra
static_image,2024-12-27 21:45:24.710371,799,83,52,Maharashtra
carousel,2024-12-27 22:30:24.692859,717,95,44,West Bengal
static_image,2024-12-27 22:30:24.693249,531,114,22,West Bengal
carousel,2024-12-27 22:30:24.695303,1156,129,68,Maharashtra
carousel,2024-12-27 22:30:24.698803,549,54,27,Karnataka
static_image,2024-12-27 22:30:24.702755,672,89,39,Tamil Nadu
static_image,2024-12-27 22:30:24.702992,783,108,70,Gujarat
reel,2024-12-27 22:30:24.703190,1521,108,80,Bihar
static_image,2024-12-27 22:30:24.705265,361,63,14,Assam
carousel,2024-12-27 22:30:24.707149,487,61,29,West Bengal
reel,2024-12-27 22:30:24.707281,654,32,62,Manipur
carousel,2024-12-27 22:30:24.713224,683,98,63,Uttarakhand
reel,2024-12-27 22:30:24.719942,2716,257,110,Delhi
static_image,2024-12-27 22:30:24.720326,388,85,18,Chhattisgarh
carousel,2024-12-27 22:30:24.724016,970,134,57,Maharashtra
static_image,2024-12-27 22:30:24.725378,742,62,30,Manipur
static_image,2024-12-27 22:30:24.726646,509,48,44,Uttarakhand
carousel,2024-12-27 22:30:24.727199,811,96,23,Telangana
reel,2024-12-27 22:30:24.728344,1552,164,90,Uttar Pradesh
carousel,2024-12-27 22:30:24.732820,1293,139,33,Rajasthan
static_image,2024-12-27 22:30:24.738825,322,21,33,Telangana
reel,2024-12-27 22:30:24.739954,1868,215,119,Karnataka
reel,2024-12-27 23:01:24.721223,1406,139,97,Kerala
static_image,2024-12-28 01:24:24.728366,571,33,28,Karnataka
static_image,2024-12-28 01:28:24.730174,445,48,29,Bihar
carousel,2024-12-28 01:40:24.738714,857,78,30,Tamil Nadu
static_image,2024-12-28 03:38:24.715064,774,39,44,Uttar Pradesh
static_image,2024-12-28 04:39:24.720671,434,52,26,Kerala
reel,2024-12-28 04:41:24.705708,1101,113,105,Uttar Pradesh
reel,2024-12-28 04:54:24.723884,937,71,20,Jharkhand
carousel,2024-12-28 06:00:24.688012,913,59,36,Maharashtra
carousel,2024-12-28 06:00:24.695414,816,75,36,West Bengal
carousel,2024-12-28 06:00:24.697625,585,78,33,West Bengal
carousel,2024-12-28 06:00:24.704416,671,108,50,Kerala
reel,2024-12-28 06:00:24.712341,739,109,113,Rajasthan
carousel,2024-12-28 06:00:24.715841,869,97,29,Karnataka
static_image,2024-12-28 06:00:24.716620,585,63,25,Punjab
carousel,2024-12-28 06:00:24.723551,334,58,47,Uttarakhand
static_image,2024-12-28 06:00:24.724264,395,59,17,Gujarat
static_image,2024-12-28 06:00:24.724616,542,128,84,Delhi
reel,2024-12-28 06:00:24.728607,779,98,32,Manipur
static_image,2024-12-28 06:00:24.732754,430,37,23,Uttar Pradesh
static_image,2024-12-28 06:00:24.735872,674,68,50,Telangana
carousel,2024-12-28 06:00:24.740152,418,74,27,Delhi
carousel,2024-12-28 06:58:24.711351,590,51,24,Uttarakhand
carousel,2024-12-28 07:00:24.686552,564,92,66,Delhi
static_image,2024-12-28 07:00:24.687605,523,69,26,Andhra Pradesh
static_image,2024-12-28 07:00:24.692204,743,17,44,Gujarat
static_image,2024-12-28 07:00:24.693935,472,50,43,Assam
carousel,2024-12-28 07:00:24.703262,509,94,35,Gujarat
static_image,2024-12-28 07:00:24.712032,646,60,30,Maharashtra
reel,2024-12-28 07:00:24.714436,636,91,52,Jammu and Kashmir
static_image,2024-12-28 07:00:24.715552,564,68,29,Karnataka
reel,2024-12-28 07:00:24.717580,1350,146,16,West Bengal
static_image,2024-12-28 07:00:24.717934,707,45,44,Uttar Pradesh
carousel,2024-12-28 07:00:24.722060,450,41,33,Telangana
carousel,2024-12-28 07:00:24.724958,683,94,29,Karnataka
static_image,2024-12-28 07:00:24.733803,569,55,30,Haryana
carousel,2024-12-28 07:00:24.741443,449,47,37,Odisha
static_image,2024-12-28 08:37:24.736952,700,70,37,Gujarat
carousel,2024-12-28 08:53:24.702689,906,105,26,West Bengal
reel,2024-12-28 09:49:24.708493,1281,168,126,West Bengal
reel,2024-12-28 09:50:24.706916,1165,87,72,Assam
reel,2024-12-28 10:18:24.687707,1945,171,12,Delhi
static_image,2024-12-28 10:27:24.734831,480,47,36,Sikkim
carousel,2024-12-28 11:14:24.708643,1069,51,40,Tamil Nadu
carousel,2024-12-28 12:34:24.692557,1593,202,47,Delhi
carousel,2024-12-28 13:47:24.735095,952,75,59,West Bengal
static_image,2024-12-28 14:15:24.697220,741,59,29,Karnataka
static_image,2024-12-28 15:00:24.686503,849,99,73,Tamil Nadu
carousel,2024-12-28 15:00:24.691525,1113,136,58,Telangana
carousel,2024-12-28 15:00:24.691710,910,160,41,Uttarakhand
reel,2024-12-28 15:00:24.700017,2552,296,272,Andhra Pradesh
carousel,2024-12-28 15:00:24.701524,1767,202,67,Gujarat
reel,2024-12-28 15:00:24.715241,1040,298,166,Maharashtra
static_image,2024-12-28 15:00:24.715374,1031,135,36,Delhi
reel,2024-12-28 15:00:24.725091,1950,196,258,Maharashtra
carousel,2024-12-28 15:00:24.731502,941,60,37,Telangana
